storeid,name,state,latitude,longitude
647,caducity,ND,47.432067,-101.390388
648,ambivert,WI,45.327947,-89.813988
649,adjustably,MS,32.178874,-89.023094
650,antithalian,N/A,65.664684,-152.941506
651,guestmaster,KY,37.644923,-83.365267
652,wordlike,N/A,39.053106,-92.275866
653,affreightment,HI,20.292046,-154.710269
654,adenalgy,NC,35.969903,-80.383675
655,Gouda,TX,30.968331,-100.103416
656,equiform,AZ,34.834117,-111.630656
657,dovefoot,AK,65.664684,-152.941506
658,misdemeanor,MN,45.715307,-95.251013
659,inlander,NJ,40.126848,-75.738211
660,drofland,KY,37.644923,-83.365267
661,dihydrite,CA,36.860032,-118.78227
662,translucence,OR,44.28531,-119.97871
663,incomprehended,NJ,40.126848,-75.738211
664,unmonkish,CT,42.498249,-72.64596
665,Silenaceae,N/A,44.95303,-69.113422
666,immodestly,NJ,40.126848,-75.738211
667,cometical,NE,41.49193,-100.188867
668,restigmatize,CO,39.748871,-105.18525
669,arris,N/A,38.193999,-77.793884
670,lucernarian,N/A,38.087567,-74.633307
671,Cree,SD,44.480881,-100.336338
672,origanized,NJ,40.126848,-75.738211
673,unsecuredness,OK,35.948636,-97.510932
674,sesquiquarta,IA,41.44548,-94.345643
675,uncodified,MO,39.053106,-92.275866
676,Chroococcus,N/A,38.133961,-79.894737
677,unglorifying,PA,41.692642,-76.65909
678,draggletailedness,MT,47.249367,-109.40318
679,metromalacoma,CT,42.498249,-72.64596
680,unmendably,MO,39.053106,-92.275866
681,fluttersome,AR,35.374418,-91.650251
682,monochloracetic,ID,43.78621,-114.993258
683,descendance,OK,35.948636,-97.510932
684,hysteroptosis,NJ,40.126848,-75.738211
685,turfwise,OH,40.031072,-83.03752
686,primitias,NH,43.411604,-71.192466
687,Hildegarde,GA,32.427314,-83.902362
688,Embryophyta,MN,45.715307,-95.251013
689,octonocular,N/A,39.748871,-105.18525
690,phoneticogrammatical,ND,47.432067,-101.390388
691,stickiness,AL,32.37966,-87.326073
692,unkinger,NY,42.593782,-75.917667
693,disconventicle,CO,39.748871,-105.18525
694,sporocyst,N/A,40.68374,-87.462458
695,dopey,OH,40.031072,-83.03752
696,humective,N/A,41.44548,-94.345643
697,Sarcoptes,GA,32.427314,-83.902362
698,kokumin,N/A,43.78621,-114.993258
699,intempestivity,OH,40.031072,-83.03752
700,unpromiscuous,VA,38.193999,-77.793884
701,afternose,WY,43.364725,-106.403477
702,stupendousness,NV,40.012108,-116.875441
703,settle,AK,65.664684,-152.941506
704,Dibothriocephalus,TX,30.968331,-100.103416
705,abominator,NH,43.411604,-71.192466
706,underfind,DE,38.087567,-74.633307
707,bludgeoner,OH,40.031072,-83.03752
708,fluorography,AK,65.664684,-152.941506
709,bromhidrosis,KY,37.644923,-83.365267
710,technical,AR,35.374418,-91.650251
711,ectocondyloid,N/A,41.44548,-94.345643
712,undated,N/A,20.292046,-154.710269
713,mobilize,N/A,38.354085,-75.884985
714,interlinearily,OH,40.031072,-83.03752
715,Pseudechis,NM,34.521957,-106.37589
716,papillomatous,PA,41.692642,-76.65909
717,kashruth,IN,40.68374,-87.462458
718,deprave,VA,38.193999,-77.793884
719,bibliotics,OH,40.031072,-83.03752
720,angico,N/A,35.374418,-91.650251
721,kahu,N/A,36.860032,-118.78227
722,vinegary,N/A,30.968331,-100.103416
723,breadearning,MN,45.715307,-95.251013
724,undeceiver,HI,20.292046,-154.710269
725,unintrenchable,N/A,39.748871,-105.18525
726,demount,N/A,35.969903,-80.383675
727,furfuryl,KS,39.441572,-97.723783
728,Gorgonzola,GA,32.427314,-83.902362
729,genealogize,TN,36.549823,-87.124326
730,benighted,RI,40.719704,-71.227877
731,combed,VA,38.193999,-77.793884
732,ichthyophagi,OH,40.031072,-83.03752
733,mesoblastic,UT,40.19643,-112.734808
734,unthronged,WI,45.327947,-89.813988
735,untighten,NJ,40.126848,-75.738211
736,salvagee,AK,65.664684,-152.941506
737,arake,ID,43.78621,-114.993258
738,tasimeter,MT,47.249367,-109.40318
739,midrash,KY,37.644923,-83.365267
740,collative,FL,28.276827,-81.891017
741,blamingly,WY,43.364725,-106.403477
742,snuffle,SC,33.817564,-81.23246
743,backsight,MD,38.354085,-75.884985
744,pitting,DE,38.087567,-74.633307
745,intramammary,CO,39.748871,-105.18525
746,neurotendinous,PA,41.692642,-76.65909
747,microsporosis,FL,28.276827,-81.891017
748,caggy,NY,42.593782,-75.917667
749,laparocystotomy,WY,43.364725,-106.403477
750,athermancy,N/A,48.567627,-120.855173
751,reorganizationist,NC,35.969903,-80.383675
752,cloyless,SD,44.480881,-100.336338
753,indagative,KY,37.644923,-83.365267
754,subattenuated,OH,40.031072,-83.03752
755,Notonectidae,RI,40.719704,-71.227877
756,rubicelle,PA,41.692642,-76.65909
757,dwine,GA,32.427314,-83.902362
758,vegetalcule,VA,38.193999,-77.793884
759,hemikaryon,WI,45.327947,-89.813988
760,repkie,FL,28.276827,-81.891017
761,queencup,VA,38.193999,-77.793884
762,adjoinedly,NC,35.969903,-80.383675
763,Banate,KS,39.441572,-97.723783
764,mishappen,N/A,38.193999,-77.793884
765,reinterest,N/A,36.860032,-118.78227
766,pestologist,NC,35.969903,-80.383675
767,jeel,CO,39.748871,-105.18525
768,playwrightess,N/A,44.715538,-72.176309
769,hydroclastic,MI,44.802664,-83.823395
770,antiphonically,N/A,47.432067,-101.390388
771,anorthic,WY,43.364725,-106.403477
772,everywhere,N/A,40.126848,-75.738211
773,pharmacopoeian,KY,37.644923,-83.365267
774,parafloccular,WV,38.133961,-79.894737
775,arborescently,NV,40.012108,-116.875441
776,leatherer,N/A,32.37966,-87.326073
777,swineherdship,NJ,40.126848,-75.738211
778,autocremation,TN,36.549823,-87.124326
779,suddenly,FL,28.276827,-81.891017
780,Parazoa,IN,40.68374,-87.462458
781,holstered,N/A,34.834117,-111.630656
782,Lewanna,N/A,47.432067,-101.390388
783,nonpacific,MT,47.249367,-109.40318
784,Kids,ID,43.78621,-114.993258
785,lorry,N/A,32.178874,-89.023094
786,orgasm,N/A,39.053106,-92.275866
787,pugman,RI,40.719704,-71.227877
788,tribesmanship,CA,36.860032,-118.78227
789,impassionately,VA,38.193999,-77.793884
790,brochan,MN,45.715307,-95.251013
791,abraid,GA,32.427314,-83.902362
792,injudiciousness,AR,35.374418,-91.650251
793,Prometheus,NC,35.969903,-80.383675
794,yatter,KS,39.441572,-97.723783
795,sulphurwort,MO,39.053106,-92.275866
796,rotatoplane,AZ,34.834117,-111.630656
797,osteogenic,WI,45.327947,-89.813988
798,verdancy,MD,38.354085,-75.884985
799,Karelian,CO,39.748871,-105.18525
800,textrine,SD,44.480881,-100.336338
801,reporterism,NJ,40.126848,-75.738211
802,gorsehatch,OH,40.031072,-83.03752
803,schoolery,TX,30.968331,-100.103416
804,dysgenics,ND,47.432067,-101.390388
805,prolificity,NV,40.012108,-116.875441
806,antisocialistic,UT,40.19643,-112.734808
807,barlow,NM,34.521957,-106.37589
808,sunburnt,NE,41.49193,-100.188867
809,urethrogenital,N/A,43.364725,-106.403477
810,tridigitate,CT,42.498249,-72.64596
811,iatraliptics,VA,38.193999,-77.793884
812,boatshop,GA,32.427314,-83.902362
813,prosorus,SD,44.480881,-100.336338
814,perivertebral,WV,38.133961,-79.894737
815,jarlship,IL,39.939347,-88.116803
816,slap,TN,36.549823,-87.124326
817,unfinable,RI,40.719704,-71.227877
818,albificative,WY,43.364725,-106.403477
819,intrafoliaceous,OR,44.28531,-119.97871
820,oxychloric,N/A,30.968331,-100.103416
821,zopilote,TX,30.968331,-100.103416
822,inexpressive,OH,40.031072,-83.03752
823,cadi,MO,39.053106,-92.275866
824,Indianian,OK,35.948636,-97.510932
825,overearnestly,AK,65.664684,-152.941506
826,skippund,OK,35.948636,-97.510932
827,sellout,MA,41.825092,-71.322662
828,Evan,OR,44.28531,-119.97871
829,lutulent,OK,35.948636,-97.510932
830,laemoparalysis,ID,43.78621,-114.993258
831,Culicinae,ME,44.95303,-69.113422
832,peripatetic,N/A,43.411604,-71.192466
833,lernaeiform,WY,43.364725,-106.403477
834,parricidial,NH,43.411604,-71.192466
835,hyperexcursive,NM,34.521957,-106.37589
836,coredeemer,PA,41.692642,-76.65909
837,integrious,TX,30.968331,-100.103416
838,forecomingness,TN,36.549823,-87.124326
839,moroxite,IN,40.68374,-87.462458
840,pettifog,KY,37.644923,-83.365267
841,satyrism,WI,45.327947,-89.813988
842,unremarried,NY,42.593782,-75.917667
843,based,NV,40.012108,-116.875441
844,plagiary,CT,42.498249,-72.64596
845,preactivity,UT,40.19643,-112.734808
846,grasp,FL,28.276827,-81.891017
847,cephalobranchiate,N/A,40.031072,-83.03752
848,reddleman,MO,39.053106,-92.275866
849,herefrom,RI,40.719704,-71.227877
850,compendium,IL,39.939347,-88.116803
851,turboalternator,HI,20.292046,-154.710269
852,odontochirurgic,FL,28.276827,-81.891017
853,solid,AZ,34.834117,-111.630656
854,patapat,LA,29.543469,-92.680413
855,zoea,N/A,29.543469,-92.680413
856,sclerodermic,WY,43.364725,-106.403477
857,abjection,N/A,40.19643,-112.734808
858,Branchiopulmonata,NH,43.411604,-71.192466
859,pinoleum,NC,35.969903,-80.383675
860,apogee,N/A,41.692642,-76.65909
861,fordable,CA,36.860032,-118.78227
862,bolivar,NH,43.411604,-71.192466
863,tripersonally,IA,41.44548,-94.345643
864,cyclonic,N/A,43.78621,-114.993258
865,diemaking,NM,34.521957,-106.37589
866,townsfolk,NC,35.969903,-80.383675
867,epipoditic,ME,44.95303,-69.113422
868,averted,AL,32.37966,-87.326073
869,juxtapyloric,TN,36.549823,-87.124326
870,metapsychology,N/A,40.719704,-71.227877
871,isothermobath,KS,39.441572,-97.723783
872,bullyhuff,TN,36.549823,-87.124326
873,Toryism,IA,41.44548,-94.345643
874,intentionally,UT,40.19643,-112.734808
875,lycopin,N/A,36.549823,-87.124326
876,undoubting,IL,39.939347,-88.116803
877,togated,KY,37.644923,-83.365267
878,quadricrescentic,DE,38.087567,-74.633307
879,unreduceable,N/A,38.087567,-74.633307
880,subtilization,AR,35.374418,-91.650251
881,lustral,UT,40.19643,-112.734808
882,nonpraedial,LA,29.543469,-92.680413
883,nonscrutiny,WV,38.133961,-79.894737
884,epigonic,CA,36.860032,-118.78227
885,Epiphegus,AR,35.374418,-91.650251
886,pneumotyphus,ME,44.95303,-69.113422
887,quadrigeminum,N/A,42.498249,-72.64596
888,gypsine,TX,30.968331,-100.103416
889,ijolite,N/A,36.860032,-118.78227
890,acidophilous,SC,33.817564,-81.23246
891,fergusonite,NY,42.593782,-75.917667
892,bixaceous,N/A,35.374418,-91.650251
893,anisobranchiate,MS,32.178874,-89.023094
894,bathman,ID,43.78621,-114.993258
895,unexecuting,MI,44.802664,-83.823395
896,bleat,IN,40.68374,-87.462458
897,botchy,NJ,40.126848,-75.738211
898,agrah,N/A,30.968331,-100.103416
899,conventioner,ID,43.78621,-114.993258
900,inheaven,CO,39.748871,-105.18525
901,fibrocaseous,N/A,47.432067,-101.390388
902,phyllodiniation,KS,39.441572,-97.723783
903,methanal,TN,36.549823,-87.124326
904,astrofel,OH,40.031072,-83.03752
905,bimarginate,MI,44.802664,-83.823395
906,sanguisugous,AL,32.37966,-87.326073
907,Crotaphytus,CT,42.498249,-72.64596
908,unpriestly,ND,47.432067,-101.390388
909,skey,ND,47.432067,-101.390388
910,Icelander,MA,41.825092,-71.322662
911,troupe,N/A,38.193999,-77.793884
912,patined,MA,41.825092,-71.322662
913,Evadne,N/A,34.834117,-111.630656
914,phizes,AZ,34.834117,-111.630656
915,maternality,WI,45.327947,-89.813988
916,tectorium,AZ,34.834117,-111.630656
917,didle,AK,65.664684,-152.941506
918,philogynous,WI,45.327947,-89.813988
919,unstintingly,N/A,30.968331,-100.103416
920,cladocerous,N/A,41.44548,-94.345643
921,miscounsel,LA,29.543469,-92.680413
922,aloin,N/A,38.354085,-75.884985
923,undrab,AL,32.37966,-87.326073
924,perovskite,KS,39.441572,-97.723783
925,grizzlyman,MT,47.249367,-109.40318
926,varnish,IN,40.68374,-87.462458
927,pantheonize,WA,48.567627,-120.855173
928,aristocratically,DE,38.087567,-74.633307
929,orchidologist,GA,32.427314,-83.902362
930,mixtiform,IA,41.44548,-94.345643
931,airpark,CA,36.860032,-118.78227
932,unmeditative,MA,41.825092,-71.322662
933,Mongibel,IN,40.68374,-87.462458
934,actinobacillosis,PA,41.692642,-76.65909
935,molengraaffite,ID,43.78621,-114.993258
936,episodal,MO,39.053106,-92.275866
937,singingly,N/A,44.802664,-83.823395
938,hyperinvolution,DE,38.087567,-74.633307
939,spaer,N/A,65.664684,-152.941506
940,stooper,VT,44.715538,-72.176309
941,d,TX,30.968331,-100.103416
942,sericeous,N/A,34.834117,-111.630656
943,thorina,SC,33.817564,-81.23246
944,periodize,MI,44.802664,-83.823395
945,Smoos,CO,39.748871,-105.18525
946,glaciology,CT,42.498249,-72.64596
947,Gunnera,GA,32.427314,-83.902362
948,tintinnabulary,WA,48.567627,-120.855173
949,aliturgical,N/A,38.087567,-74.633307
950,tummel,CO,39.748871,-105.18525
951,waiata,N/A,35.374418,-91.650251
952,crotchet,MO,39.053106,-92.275866
953,levining,NH,43.411604,-71.192466
954,meteorologic,N/A,35.969903,-80.383675
955,overdelicate,IL,39.939347,-88.116803
956,Shaigia,KS,39.441572,-97.723783
957,Phylloceratidae,N/A,37.644923,-83.365267
958,versatilely,N/A,47.432067,-101.390388
959,recto,N/A,44.28531,-119.97871
960,titratable,SD,44.480881,-100.336338
961,morbifical,N/A,41.49193,-100.188867
962,belligerently,MN,45.715307,-95.251013
963,apneal,NE,41.49193,-100.188867
964,unpedantic,OH,40.031072,-83.03752
965,prophetical,ME,44.95303,-69.113422
966,undrying,ID,43.78621,-114.993258
967,spiritedness,N/A,34.834117,-111.630656
968,hederiform,HI,20.292046,-154.710269
969,bridebed,NM,34.521957,-106.37589
970,Otuquian,OH,40.031072,-83.03752
971,fruitist,CA,36.860032,-118.78227
972,clotbur,OH,40.031072,-83.03752
973,remorsefulness,WV,38.133961,-79.894737
974,perisarcous,OH,40.031072,-83.03752
975,stileman,OK,35.948636,-97.510932
976,radiocarpal,NE,41.49193,-100.188867
977,Lamarckia,TN,36.549823,-87.124326
978,metaparapteron,CO,39.748871,-105.18525
979,reactological,VA,38.193999,-77.793884
980,seizin,TN,36.549823,-87.124326
981,demandable,PA,41.692642,-76.65909
982,Duculinae,MD,38.354085,-75.884985
983,carfare,MA,41.825092,-71.322662
984,semicoronet,NY,42.593782,-75.917667
985,corrivate,WI,45.327947,-89.813988
986,odontoblast,WI,45.327947,-89.813988
987,turpentineweed,TX,30.968331,-100.103416
988,polynucleated,N/A,41.825092,-71.322662
989,potato,WY,43.364725,-106.403477
990,triglyphic,NJ,40.126848,-75.738211
991,goods,FL,28.276827,-81.891017
992,stenotypist,MT,47.249367,-109.40318
993,ophiologic,N/A,44.802664,-83.823395
994,motet,N/A,36.549823,-87.124326
995,accompliceship,N/A,43.411604,-71.192466
996,deglutitious,RI,40.719704,-71.227877
997,flavanthrene,OH,40.031072,-83.03752
998,cattail,IN,40.68374,-87.462458
999,resistiveness,NV,40.012108,-116.875441
1000,cavekeeper,VA,38.193999,-77.793884
